suite,rows,variant,phase,mode,memory,case,n,median_ms,min_ms,max_ms,planning_median_ms,plan,baseline_median_ms,change_pct,baseline_plan,plan_changed
scalar,5000000,roaring,clean,default,64MB,and2,2,1.8035,1.791,1.816,0.041,LionCount,,,,
scalar,5000000,roaring,clean,default,64MB,and3,2,1.3265,1.282,1.371,0.0665,LionCount,,,,
scalar,5000000,roaring,clean,default,64MB,and3_selective,2,1.65,1.611,1.689,0.053000000000000005,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring,clean,default,64MB,eq_c200_17,2,0.097,0.097,0.097,0.037000000000000005,LionCount,,,,
scalar,5000000,roaring,clean,default,64MB,eq_c20k_123,2,0.0225,0.018,0.027,0.056999999999999995,LionCount,,,,
scalar,5000000,roaring,clean,default,64MB,eq_c2_0,2,1.7915,1.763,1.82,0.0375,LionCount,,,,
scalar,5000000,roaring,clean,default,64MB,fetch_medium,2,16.0445,14.414,17.675,0.046,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring,clean,default,64MB,group_c200,2,17.668,17.569,17.767,0.035,LionCount,,,,
scalar,5000000,roaring,clean,default,64MB,in_c20k_100,2,0.7050000000000001,0.687,0.723,0.1225,LionCount,,,,
scalar,5000000,roaring,clean,default,64MB,is_null,2,0.4585,0.407,0.51,0.035500000000000004,LionCount,,,,
scalar,5000000,roaring,clean,default,64MB,range_random,2,699.534,690.683,708.385,0.048,Seq Scan,,,,
scalar,5000000,roaring,dirty_scattered,default,64MB,and2,2,1.7665,1.764,1.769,0.0455,LionCount,,,,
scalar,5000000,roaring,dirty_scattered,default,64MB,eq_c200_17,2,0.106,0.094,0.118,0.040999999999999995,LionCount,,,,
scalar,5000000,roaring,dirty_scattered,default,64MB,eq_c2_0,2,1.7765,1.727,1.826,0.035500000000000004,LionCount,,,,
scalar,5000000,roaring,dirty_scattered,default,64MB,group_c200,2,17.5785,17.359,17.798,0.043,LionCount,,,,
scalar,5000000,roaring,dirty_scattered,prefer_index,64MB,group_c200,2,18.4105,18.145,18.676,0.0325,LionCount,,,,
scalar,5000000,roaring_bitmap,after_maintenance,default,64MB,eq_c200_17,2,20.106,18.807,21.405,0.0595,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,after_maintenance,default,64MB,group_c200,2,1586.481,1575.035,1597.927,0.044,Seq Scan,,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,and2,2,92.716,36.761,148.671,0.066,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,and3,2,13.2765,11.797,14.756,0.061,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,and3_selective,2,1.6480000000000001,1.578,1.718,0.06,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,eq_c200_17,2,115.39150000000001,19.264,211.519,0.06,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,eq_c20k_123,2,2.346,2.11,2.582,0.059,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,eq_c2_0,2,709.7365,699.573,719.9,0.03,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,fetch_medium,2,18.558,18.037,19.079,0.0525,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,group_c200,2,965.923,819.246,1112.6,0.033,Seq Scan,,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,in_c20k_100,2,221.4415,210.85,232.033,0.108,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,is_null,2,514.6125000000001,335.184,694.041,0.04,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,clean,default,64MB,range_random,2,514.4865,428.831,600.142,0.0465,Seq Scan,,,,
scalar,5000000,roaring_bitmap,dirty_scattered,default,64MB,and2,2,98.5255,36.217,160.834,0.066,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,dirty_scattered,default,64MB,eq_c200_17,2,74.6775,17.706,131.649,0.045,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,dirty_scattered,default,64MB,eq_c2_0,2,680.8905,596.733,765.048,0.0465,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,roaring_bitmap,dirty_scattered,default,64MB,group_c200,2,979.3955000000001,961.546,997.245,0.047,Seq Scan,,,,
scalar,5000000,roaring_bitmap,dirty_scattered,prefer_index,64MB,group_c200,2,996.3924999999999,995.425,997.36,0.054,Seq Scan,,,,
