suite,rows,variant,phase,mode,memory,case,n,median_ms,min_ms,max_ms,planning_median_ms,plan,baseline_median_ms,change_pct,baseline_plan,plan_changed
scalar,5000000,roaring,dirty_scattered,default,64MB,group_c200,2,18.1285,17.299,18.958,0.032,LionCount,18.4655,-1.8250250467087281,LionCount,False
scalar,5000000,roaring,dirty_scattered,prefer_index,64MB,group_c200,2,17.8465,17.32,18.373,0.0325,LionCount,20.389000000000003,-12.469959291774991,LionCount,False
scalar,5000000,roaring_bitmap,after_maintenance,default,64MB,eq_c200_17,2,19.255,15.007,23.503,0.05,"Bitmap Heap Scan, Bitmap Index Scan",17.528,9.852806937471481,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,after_maintenance,default,64MB,group_c200,2,1030.0819999999999,1023.865,1036.299,0.0455,Seq Scan,1068.235,-3.571592393059586,Seq Scan,False
scalar,5000000,roaring_bitmap,clean,default,64MB,and2,2,39.047,38.829,39.265,0.0665,"Bitmap Heap Scan, Bitmap Index Scan",17.5975,121.88947293649663,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,clean,default,64MB,and3,2,17.564,13.453,21.675,0.07350000000000001,"Bitmap Heap Scan, Bitmap Index Scan",19.6335,-10.540657549596355,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,clean,default,64MB,eq_c200_17,2,114.026,19.196,208.856,0.048,"Bitmap Heap Scan, Bitmap Index Scan",114.7585,-0.6382969453243126,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,clean,default,64MB,eq_c20k_123,2,2.297,1.837,2.757,0.07300000000000001,"Bitmap Heap Scan, Bitmap Index Scan",2.3874999999999997,-3.7905759162303543,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,clean,default,64MB,eq_c2_0,2,624.2545,484.206,764.303,0.0525,"Bitmap Heap Scan, Bitmap Index Scan",617.3075,1.1253710670937833,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,clean,default,64MB,fetch_medium,2,129.8075,25.562,234.053,0.075,"Bitmap Heap Scan, Bitmap Index Scan",127.818,1.5565100377098684,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,clean,default,64MB,group_c200,2,971.446,949.59,993.302,0.047,Seq Scan,976.453,-0.5127742963562998,Seq Scan,False
scalar,5000000,roaring_bitmap,clean,default,64MB,in_c20k_100,2,217.4415,214.51,220.373,0.0975,"Bitmap Heap Scan, Bitmap Index Scan",224.8305,-3.286475811778211,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,clean,default,64MB,is_null,2,511.1045,448.179,574.03,0.041,"Bitmap Heap Scan, Bitmap Index Scan",546.985,-6.559686280245347,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,clean,default,64MB,range_random,2,508.948,493.485,524.411,0.0405,Seq Scan,511.04049999999995,-0.4094587415283124,Seq Scan,False
scalar,5000000,roaring_bitmap,dirty_scattered,default,64MB,and2,2,38.429500000000004,37.491,39.368,0.068,"Bitmap Heap Scan, Bitmap Index Scan",39.4725,-2.6423459370447544,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,dirty_scattered,default,64MB,eq_c200_17,2,139.9075,64.461,215.354,0.0665,"Bitmap Heap Scan, Bitmap Index Scan",138.9255,0.7068536733716879,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,dirty_scattered,default,64MB,eq_c2_0,2,676.956,629.6,724.312,0.0415,"Bitmap Heap Scan, Bitmap Index Scan",683.1635,-0.9086404645447188,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring_bitmap,dirty_scattered,default,64MB,group_c200,2,859.7615000000001,788.038,931.485,0.0485,Seq Scan,927.7825,-7.331567474057765,Seq Scan,False
scalar,5000000,roaring_bitmap,dirty_scattered,prefer_index,64MB,group_c200,2,938.481,929.948,947.014,0.059,Seq Scan,960.9585,-2.3390708339642075,Seq Scan,False
